Serial no.,Movie Name,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6,Duration,Year of Release,Ratings,Metascore
1007, Waterworld , Kevin Reynolds ,N/A,N/A,N/A,N/A,N/A,177 min,-1995,6.3,56
1008, Sky High , Mike Mitchell ,N/A,N/A,N/A,N/A,N/A,100 min,-2005,6.3,62
1009, Terminator 3: Rise of the Machines , Jonathan Mostow ,N/A,N/A,N/A,N/A,N/A,109 min,-2003,6.3,66
1010, Miss Congeniality , Donald Petrie ,N/A,N/A,N/A,N/A,N/A,109 min,-2000,6.3,43
1011, Polar , Jonas Åkerlund ,N/A,N/A,N/A,N/A,N/A,118 min,(I) (2019),6.3,19
1012, White House Down , Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,131 min,-2013,6.3,52
1013, Scouts Guide to the Zombie Apocalypse , Christopher Landon ,N/A,N/A,N/A,N/A,N/A,93 min,-2015,6.3,32
1014, Ghost in the Shell , Rupert Sanders ,N/A,N/A,N/A,N/A,N/A,107 min,-2017,6.3,52
1015, The Bodyguard , Mick Jackson ,N/A,N/A,N/A,N/A,N/A,129 min,-1992,6.3,39
1016, The Shallows , Jaume Collet-Serra ,N/A,N/A,N/A,N/A,N/A,86 min,-2016,6.3,59
1017, Transporter 2 , Louis Leterrier ,N/A,N/A,N/A,N/A,N/A,87 min,-2005,6.3,56
1018, Central Intelligence , Rawson Marshall Thurber ,N/A,N/A,N/A,N/A,N/A,107 min,-2016,6.3,52
1019, King Arthur , Antoine Fuqua ,N/A,N/A,N/A,N/A,N/A,126 min,-2004,6.3,46
1020, Red Dawn , John Milius ,N/A,N/A,N/A,N/A,N/A,114 min,-1984,6.3,53
1021, Jack the Giant Slayer , Bryan Singer ,N/A,N/A,N/A,N/A,N/A,114 min,-2013,6.3,51
1022, Surrogates , Jonathan Mostow ,N/A,N/A,N/A,N/A,N/A,89 min,-2009,6.3,45
1023, Maze Runner: The Scorch Trials , Wes Ball ,N/A,N/A,N/A,N/A,N/A,131 min,-2015,6.3,43
1024, Bright , David Ayer ,N/A,N/A,N/A,N/A,N/A,117 min,(I) (2017),6.3,29
1025, Spectral , Nic Mathieu ,N/A,N/A,N/A,N/A,N/A,107 min,-2016,6.3,N/A
1026, Once Upon a Time in Mexico , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,102 min,-2003,6.3,56
1027, Death Wish , Eli Roth ,N/A,N/A,N/A,N/A,N/A,107 min,-2018,6.3,31
1028, A View to a Kill , John Glen ,N/A,N/A,N/A,N/A,N/A,131 min,-1985,6.3,40
1029, Guns Akimbo , Jason Howden ,N/A,N/A,N/A,N/A,N/A,98 min,-2019,6.3,42
1030, Predator 2 , Stephen Hopkins ,N/A,N/A,N/A,N/A,N/A,108 min,-1990,6.3,46
1031, The Collector , Marcus Dunstan ,N/A,N/A,N/A,N/A,N/A,90 min,(I) (2009),6.3,29
1032, Beowulf , Robert Zemeckis ,N/A,N/A,N/A,N/A,N/A,115 min,-2007,6.3,59
1033, Every Which Way But Loose , James Fargo ,N/A,N/A,N/A,N/A,N/A,114 min,-1978,6.3,41
1034, #Alive , Il Cho ,N/A,N/A,N/A,N/A,N/A,98 min,-2020,6.3,N/A
1035, This Means War , McG ,N/A,N/A,N/A,N/A,N/A,103 min,-2012,6.3,31
1036, Repo Men , Miguel Sapochnik ,N/A,N/A,N/A,N/A,N/A,111 min,-2010,6.3,32
1037, Criminal , Ariel Vromen ,N/A,N/A,N/A,N/A,N/A,113 min,-2016,6.3,36
1038, The Commuter , Jaume Collet-Serra ,N/A,N/A,N/A,N/A,N/A,104 min,(I) (2018),6.3,56
1039, The Black Cauldron , Ted Berman, Richard Rich ,N/A,N/A,N/A,N/A,80 min,-1985,6.3,59
1040, Revolver , Guy Ritchie ,N/A,N/A,N/A,N/A,N/A,111 min,-2005,6.3,25
1041, Sand Castle , Fernando Coimbra ,N/A,N/A,N/A,N/A,N/A,113 min,-2017,6.3,45
1042, The Take , James Watkins ,N/A,N/A,N/A,N/A,N/A,92 min,-2016,6.3,48
1043, Entrapment , Jon Amiel ,N/A,N/A,N/A,N/A,N/A,113 min,-1999,6.3,54
1044, Osmosis Jones , Bobby Farrelly, Peter Farrelly ,N/A,N/A,N/A,N/A,95 min,-2001,6.3,57
1045, Paycheck , John Woo ,N/A,N/A,N/A,N/A,N/A,119 min,-2003,6.3,43
1046, Centurion , Neil Marshall ,N/A,N/A,N/A,N/A,N/A,97 min,-2010,6.3,62
1047, My Spy , Peter Segal ,N/A,N/A,N/A,N/A,N/A,99 min,-2020,6.3,46
1048, Johnny English Reborn , Oliver Parker ,N/A,N/A,N/A,N/A,N/A,101 min,-2011,6.3,46
1049, The November Man , Roger Donaldson ,N/A,N/A,N/A,N/A,N/A,108 min,-2014,6.3,38
1050, The American , Anton Corbijn ,N/A,N/A,N/A,N/A,N/A,105 min,-2010,6.3,61
1051, Ninja Assassin , James McTeigue ,N/A,N/A,N/A,N/A,N/A,99 min,-2009,6.3,34
1052, The Dead Pool , Buddy Van Horn ,N/A,N/A,N/A,N/A,N/A,91 min,-1988,6.3,46
1053, Triple 9 , John Hillcoat ,N/A,N/A,N/A,N/A,N/A,115 min,-2016,6.3,52
1054, Unlocked , Michael Apted ,N/A,N/A,N/A,N/A,N/A,98 min,(I) (2017),6.3,46
1055, Blue Streak , Les Mayfield ,N/A,N/A,N/A,N/A,N/A,93 min,-1999,6.3,46
1056, Underworld: Awakening , Måns Mårlind, Björn Stein ,N/A,N/A,N/A,N/A,88 min,-2012,6.3,39
1057, Mr, Paco Cabezas ,N/A,N/A,N/A,N/A,N/A,95 min,(I) (2015),6.3,52
1058, Free Fire , Ben Wheatley ,N/A,N/A,N/A,N/A,N/A,91 min,-2016,6.3,63
1059, Assault on Precinct 13 , Jean-François Richet ,N/A,N/A,N/A,N/A,N/A,109 min,-2005,6.3,54
1060, Assassins , Richard Donner ,N/A,N/A,N/A,N/A,N/A,133 min,-1995,6.3,N/A
1061, Risen , Kevin Reynolds ,N/A,N/A,N/A,N/A,N/A,107 min,-2016,6.3,51
1062, Escape from the Planet of the Apes , Don Taylor ,N/A,N/A,N/A,N/A,N/A,98 min,-1971,6.3,69
1063, Proof of Life , Taylor Hackford ,N/A,N/A,N/A,N/A,N/A,135 min,-2000,6.3,45
1064, Nick of Time , John Badham ,N/A,N/A,N/A,N/A,N/A,90 min,-1995,6.3,N/A
1065,7500, Patrick Vollrath ,N/A,N/A,N/A,N/A,N/A,93 min,-2019,6.3,58
1066, ARQ , Tony Elliott ,N/A,N/A,N/A,N/A,N/A,88 min,-2016,6.3,N/A
1067, Formula 51 , Ronny Yu ,N/A,N/A,N/A,N/A,N/A,93 min,-2001,6.3,23
1068, Charlie Countryman , Fredrik Bond ,N/A,N/A,N/A,N/A,N/A,103 min,-2013,6.3,31
1069, Toofaan , Rakeysh Omprakash Mehra ,N/A,N/A,N/A,N/A,N/A,163 min,-2021,6.3,N/A
1070, Thor: Love and Thunder , Taika Waititi ,N/A,N/A,N/A,N/A,N/A,118 min,-2022,6.2,57
1071, Indiana Jones and the Kingdom of the Crystal Skull , Steven Spielberg ,N/A,N/A,N/A,N/A,N/A,122 min,-2008,6.2,65
1072, Transformers: Dark of the Moon , Michael Bay ,N/A,N/A,N/A,N/A,N/A,154 min,-2011,6.2,42
1073, Kindergarten Cop , Ivan Reitman ,N/A,N/A,N/A,N/A,N/A,111 min,-1990,6.2,61
1074, Terminator: Dark Fate , Tim Miller ,N/A,N/A,N/A,N/A,N/A,128 min,-2019,6.2,54
1075, Deep Impact , Mimi Leder ,N/A,N/A,N/A,N/A,N/A,120 min,-1998,6.2,40
1076, Mad Max Beyond Thunderdome , George Miller, George Ogilvie ,N/A,N/A,N/A,N/A,107 min,-1985,6.2,71
1077, Pearl Harbor , Michael Bay ,N/A,N/A,N/A,N/A,N/A,183 min,-2001,6.2,44
1078, Jack Ryan: Shadow Recruit , Kenneth Branagh ,N/A,N/A,N/A,N/A,N/A,105 min,-2014,6.2,57
1079, The Legend of Tarzan , David Yates ,N/A,N/A,N/A,N/A,N/A,110 min,-2016,6.2,44
1080, The Devil's Own , Alan J. Pakula ,N/A,N/A,N/A,N/A,N/A,111 min,-1997,6.2,53
1081, The Karate Kid , Harald Zwart ,N/A,N/A,N/A,N/A,N/A,140 min,-2010,6.2,61
1082, Men in Black II , Barry Sonnenfeld ,N/A,N/A,N/A,N/A,N/A,88 min,-2002,6.2,49
1083, Dick Tracy , Warren Beatty ,N/A,N/A,N/A,N/A,N/A,105 min,-1990,6.2,68
1084, Total Recall , Len Wiseman ,N/A,N/A,N/A,N/A,N/A,118 min,(I) (2012),6.2,43
1085, The Cannonball Run , Hal Needham ,N/A,N/A,N/A,N/A,N/A,95 min,-1981,6.2,28
1086, 300: Rise of an Empire , Noam Murro ,N/A,N/A,N/A,N/A,N/A,102 min,-2014,6.2,48
1087, Austin Powers in Goldmember , Jay Roach ,N/A,N/A,N/A,N/A,N/A,94 min,-2002,6.2,62
1088, Knowing , Alex Proyas ,N/A,N/A,N/A,N/A,N/A,121 min,-2009,6.2,41
1089, RoboCop , José Padilha ,N/A,N/A,N/A,N/A,N/A,117 min,-2014,6.2,52
1090, Reign of Fire , Rob Bowman ,N/A,N/A,N/A,N/A,N/A,101 min,-2002,6.2,39
1091, Alien: Resurrection , Jean-Pierre Jeunet ,N/A,N/A,N/A,N/A,N/A,109 min,-1997,6.2,63
1092, Hitman , Xavier Gens ,N/A,N/A,N/A,N/A,N/A,100 min,(I) (2007),6.2,35
1093, Kate , Cedric Nicolas-Troyan ,N/A,N/A,N/A,N/A,N/A,106 min,(I) (2021),6.2,47
1094, Dracula Untold , Gary Shore ,N/A,N/A,N/A,N/A,N/A,92 min,-2014,6.2,40
1095, Eraser , Chuck Russell ,N/A,N/A,N/A,N/A,N/A,115 min,-1996,6.2,56
1096, Transcendence , Wally Pfister ,N/A,N/A,N/A,N/A,N/A,119 min,(I) (2014),6.2,42
1097, Keanu , Peter Atencio ,N/A,N/A,N/A,N/A,N/A,100 min,-2016,6.2,63
1098, Spenser Confidential , Peter Berg ,N/A,N/A,N/A,N/A,N/A,111 min,-2020,6.2,49
1099, Walking Tall , Kevin Bray ,N/A,N/A,N/A,N/A,N/A,86 min,-2004,6.2,44
1100, Maze Runner: The Death Cure , Wes Ball ,N/A,N/A,N/A,N/A,N/A,143 min,-2018,6.2,50
1101, Small Soldiers , Joe Dante ,N/A,N/A,N/A,N/A,N/A,110 min,-1998,6.2,N/A
1102, 47 Ronin , Carl Rinsch ,N/A,N/A,N/A,N/A,N/A,128 min,-2013,6.2,28
1103, Parker , Taylor Hackford ,N/A,N/A,N/A,N/A,N/A,118 min,-2013,6.2,42
1104, American Assassin , Michael Cuesta ,N/A,N/A,N/A,N/A,N/A,111 min,-2017,6.2,45
1105, Inferno , Ron Howard ,N/A,N/A,N/A,N/A,N/A,121 min,(I) (2016),6.2,42
1106, Blown Away , Stephen Hopkins ,N/A,N/A,N/A,N/A,N/A,121 min,-1994,6.2,N/A
1107, In the Shadow of the Moon , Jim Mickle ,N/A,N/A,N/A,N/A,N/A,115 min,-2019,6.2,48
1108, The Brothers Grimsby , Louis Leterrier ,N/A,N/A,N/A,N/A,N/A,83 min,-2016,6.2,44
1109, Time Trap , Mark Dennis, Ben Foster ,N/A,N/A,N/A,N/A,87 min,-2017,6.2,46
1110, Tower Heist , Brett Ratner ,N/A,N/A,N/A,N/A,N/A,104 min,-2011,6.2,59
1111, Deliver Us from Evil , Scott Derrickson ,N/A,N/A,N/A,N/A,N/A,118 min,(I) (2014),6.2,40
1112, Takers , John Luessenhop ,N/A,N/A,N/A,N/A,N/A,107 min,-2010,6.2,45
1113, 3 Days to Kill , McG ,N/A,N/A,N/A,N/A,N/A,117 min,-2014,6.2,40
1114, Johnny English , Peter Howitt ,N/A,N/A,N/A,N/A,N/A,87 min,-2003,6.2,51
1115, Taken 2 , Olivier Megaton ,N/A,N/A,N/A,N/A,N/A,92 min,-2012,6.2,45
1116, Zathura: A Space Adventure , Jon Favreau ,N/A,N/A,N/A,N/A,N/A,101 min,-2005,6.2,67
1117, Cold Pursuit , Hans Petter Moland ,N/A,N/A,N/A,N/A,N/A,119 min,-2019,6.2,57
1118, The Divergent Series: Insurgent , Robert Schwentke ,N/A,N/A,N/A,N/A,N/A,119 min,-2015,6.2,42
1119, Moonraker , Lewis Gilbert ,N/A,N/A,N/A,N/A,N/A,126 min,-1979,6.2,66
1120, Rush Hour 3 , Brett Ratner ,N/A,N/A,N/A,N/A,N/A,91 min,-2007,6.2,44
1121, The Saint , Phillip Noyce ,N/A,N/A,N/A,N/A,N/A,116 min,-1997,6.2,50
1122, Copshop , Joe Carnahan ,N/A,N/A,N/A,N/A,N/A,107 min,-2021,6.2,61
1123, Johnny English Strikes Again , David Kerr ,N/A,N/A,N/A,N/A,N/A,89 min,-2018,6.2,39
1124, The Losers , Sylvain White ,N/A,N/A,N/A,N/A,N/A,97 min,(I) (2010),6.2,44
1125, The Toxic Avenger , Michael Herz, Lloyd Kaufman ,N/A,N/A,N/A,N/A,82 min,-1984,6.2,42
1126, Hard Target , John Woo ,N/A,N/A,N/A,N/A,N/A,97 min,-1993,6.2,63
1127, TMNT , Kevin Munroe ,N/A,N/A,N/A,N/A,N/A,87 min,-2007,6.2,41
1128, The Wall , Doug Liman ,N/A,N/A,N/A,N/A,N/A,88 min,(II) (2017),6.2,57
1129, Outlander , Howard McCain ,N/A,N/A,N/A,N/A,N/A,115 min,-2008,6.2,40
1130, Feast , John Gulager ,N/A,N/A,N/A,N/A,N/A,95 min,-2005,6.2,43
1131, Lionheart , Sheldon Lettich ,N/A,N/A,N/A,N/A,N/A,108 min,-1990,6.2,41
1132, Rogue , Greg McLean ,N/A,N/A,N/A,N/A,N/A,99 min,-2007,6.2,N/A
1133, Captain Underpants: The First Epic Movie , David Soren ,N/A,N/A,N/A,N/A,N/A,89 min,-2017,6.2,69
1134, Resident Evil: Extinction , Russell Mulcahy ,N/A,N/A,N/A,N/A,N/A,94 min,-2007,6.2,41
1135, Redemption , Steven Knight ,N/A,N/A,N/A,N/A,N/A,100 min,(I) (2013),6.2,43
1136, Kung Pow: Enter the Fist , Steve Oedekerk ,N/A,N/A,N/A,N/A,N/A,81 min,-2002,6.2,14
1137, Death Race 2000 , Paul Bartel ,N/A,N/A,N/A,N/A,N/A,80 min,-1975,6.2,58
1138, Next , Lee Tamahori ,N/A,N/A,N/A,N/A,N/A,96 min,-2007,6.2,42
1139, The Outsider , Martin Zandvliet ,N/A,N/A,N/A,N/A,N/A,120 min,(I) (2018),6.2,30
1140, The Silencing , Robin Pront ,N/A,N/A,N/A,N/A,N/A,93 min,-2020,6.2,N/A
1141, War , Philip G. Atwell ,N/A,N/A,N/A,N/A,N/A,103 min,-2007,6.2,36
1142, Stuber , Michael Dowse ,N/A,N/A,N/A,N/A,N/A,93 min,-2019,6.2,42
1143, Astro Boy , David Bowers ,N/A,N/A,N/A,N/A,N/A,94 min,-2009,6.2,53
1144, The Boondock Saints II: All Saints Day , Troy Duffy ,N/A,N/A,N/A,N/A,N/A,118 min,-2009,6.2,24
1145, Shanghai Knights , David Dobkin ,N/A,N/A,N/A,N/A,N/A,114 min,-2003,6.2,58
1146, Rising Sun , Philip Kaufman ,N/A,N/A,N/A,N/A,N/A,129 min,-1993,6.2,56
1147, Destroyer , Karyn Kusama ,N/A,N/A,N/A,N/A,N/A,121 min,-2018,6.2,62
1148, Pokémon: The First Movie - Mewtwo Strikes Back , Kunihiko Yuyama ,N/A,N/A,N/A,N/A,N/A,96 min,-1998,6.2,35
1149, After the Sunset , Brett Ratner ,N/A,N/A,N/A,N/A,N/A,97 min,-2004,6.2,38
1150, A Lonely Place to Die , Julian Gilbey ,N/A,N/A,N/A,N/A,N/A,99 min,-2011,6.2,N/A
1151, The Eagle , Kevin Macdonald ,N/A,N/A,N/A,N/A,N/A,114 min,-2011,6.2,55
1152, Loaded Weapon 1 , Gene Quintano ,N/A,N/A,N/A,N/A,N/A,84 min,-1993,6.2,30
1153, Last Knights , Kazuaki Kiriya ,N/A,N/A,N/A,N/A,N/A,115 min,-2015,6.2,27
1154, Money Talks , Brett Ratner ,N/A,N/A,N/A,N/A,N/A,97 min,-1997,6.2,N/A
1155, Mr, Sammo Kam-Bo Hung ,N/A,N/A,N/A,N/A,N/A,88 min,-1997,6.2,N/A
1156, Ong Bak 2 , Tony Jaa, Panna Rittikrai ,N/A,N/A,N/A,N/A,98 min,-2008,6.2,47
1157, The Warrior's Way , Sngmoo Lee ,N/A,N/A,N/A,N/A,N/A,100 min,-2010,6.2,45
1158, Dabangg , Abhinav Kashyap ,N/A,N/A,N/A,N/A,N/A,126 min,-2010,6.2,N/A
1159, The Legend of Tomiris , Akan Satayev ,N/A,N/A,N/A,N/A,N/A,156 min,-2019,6.2,N/A
1160, Fast X , Louis Leterrier ,N/A,N/A,N/A,N/A,N/A,141 min,-2023,6.1,55
1161, Ant-Man and the Wasp: Quantumania , Peyton Reed ,N/A,N/A,N/A,N/A,N/A,124 min,-2023,6.1,48
1162, The Expendables 3 , Patrick Hughes ,N/A,N/A,N/A,N/A,N/A,126 min,-2014,6.1,35
1163, Mortal Kombat , Simon McQuoid ,N/A,N/A,N/A,N/A,N/A,110 min,-2021,6.1,44
1164, The Lost City , Aaron Nee, Adam Nee ,N/A,N/A,N/A,N/A,112 min,-2022,6.1,60
1165, Justice League , Zack Snyder ,N/A,N/A,N/A,N/A,N/A,120 min,-2017,6.1,45
1166, Ambulance , Michael Bay ,N/A,N/A,N/A,N/A,N/A,136 min,-2022,6.1,55
1167, Lightyear , Angus MacLane ,N/A,N/A,N/A,N/A,N/A,105 min,-2022,6.1,60
1168, Birds of Prey , Cathy Yan ,N/A,N/A,N/A,N/A,N/A,109 min,-2020,6.1,60
1169, Mission: Impossible II , John Woo ,N/A,N/A,N/A,N/A,N/A,123 min,-2000,6.1,59
1170, 6 Underground , Michael Bay ,N/A,N/A,N/A,N/A,N/A,128 min,-2019,6.1,41
1171, Jurassic World: Fallen Kingdom , J.A. Bayona ,N/A,N/A,N/A,N/A,N/A,128 min,-2018,6.1,51
1172, San Andreas , Brad Peyton ,N/A,N/A,N/A,N/A,N/A,114 min,-2015,6.1,43
1173, Mile 22 , Peter Berg ,N/A,N/A,N/A,N/A,N/A,94 min,-2018,6.1,38
1174, Lifeforce , Tobe Hooper ,N/A,N/A,N/A,N/A,N/A,101 min,-1985,6.1,50
1175, Code 8 , Jeff Chan ,N/A,N/A,N/A,N/A,N/A,98 min,-2019,6.1,48
1176, Rambo: Last Blood , Adrian Grunberg ,N/A,N/A,N/A,N/A,N/A,89 min,-2019,6.1,26
1177, The Girl in the Spider's Web , Fede Alvarez ,N/A,N/A,N/A,N/A,N/A,115 min,-2018,6.1,43
1178, Lou , Anna Foerster ,N/A,N/A,N/A,N/A,N/A,107 min,(I) (2022),6.1,51
1179, Jack Reacher: Never Go Back , Edward Zwick ,N/A,N/A,N/A,N/A,N/A,118 min,-2016,6.1,47
1180, Day Shift , J.J. Perry ,N/A,N/A,N/A,N/A,N/A,113 min,-2022,6.1,51
1181, Superman Returns , Bryan Singer ,N/A,N/A,N/A,N/A,N/A,154 min,-2006,6.1,72
1182, Snow White and the Huntsman , Rupert Sanders ,N/A,N/A,N/A,N/A,N/A,127 min,-2012,6.1,57
1183, I Am Number Four , D.J. Caruso ,N/A,N/A,N/A,N/A,N/A,111 min,-2011,6.1,36
1184, Jumper , Doug Liman ,N/A,N/A,N/A,N/A,N/A,88 min,-2008,6.1,35
1185, Rampage , Brad Peyton ,N/A,N/A,N/A,N/A,N/A,107 min,-2018,6.1,45
1186, Hitman's Wife's Bodyguard , Patrick Hughes ,N/A,N/A,N/A,N/A,N/A,100 min,-2021,6.1,32
1187, Speed Racer , Lana Wachowski, Lilly Wachowski ,N/A,N/A,N/A,N/A,135 min,-2008,6.1,37
1188, Mortal Engines , Christian Rivers ,N/A,N/A,N/A,N/A,N/A,128 min,-2018,6.1,44
1189, Gunpowder Milkshake , Navot Papushado ,N/A,N/A,N/A,N/A,N/A,114 min,-2021,6.1,47
1190, Die Another Day , Lee Tamahori ,N/A,N/A,N/A,N/A,N/A,133 min,-2002,6.1,56
1191, Crawl , Alexandre Aja ,N/A,N/A,N/A,N/A,N/A,87 min,(I) (2019),6.1,60
1192, The Huntsman: Winter's War , Cedric Nicolas-Troyan ,N/A,N/A,N/A,N/A,N/A,114 min,-2016,6.1,35
1193, Hansel & Gretel: Witch Hunters , Tommy Wirkola ,N/A,N/A,N/A,N/A,N/A,88 min,-2013,6.1,23
1194, Blood Red Sky , Peter Thorwarth ,N/A,N/A,N/A,N/A,N/A,121 min,-2021,6.1,43
1195, Days of Thunder , Tony Scott ,N/A,N/A,N/A,N/A,N/A,107 min,-1990,6.1,60
1196, The Sorcerer's Apprentice , Jon Turteltaub ,N/A,N/A,N/A,N/A,N/A,109 min,-2010,6.1,46
1197, Blitz , Elliott Lester ,N/A,N/A,N/A,N/A,N/A,97 min,-2011,6.1,N/A
1198, Resident Evil: Apocalypse , Alexander Witt ,N/A,N/A,N/A,N/A,N/A,94 min,-2004,6.1,35
1199, The Protégé , Martin Campbell ,N/A,N/A,N/A,N/A,N/A,109 min,-2021,6.1,48
1200, Never Say Never Again , Irvin Kershner ,N/A,N/A,N/A,N/A,N/A,134 min,-1983,6.1,68
1201, Krull , Peter Yates ,N/A,N/A,N/A,N/A,N/A,121 min,-1983,6.1,45
1202, Dora and the Lost City of Gold , James Bobin ,N/A,N/A,N/A,N/A,N/A,102 min,-2019,6.1,63
1203, The Postman , Kevin Costner ,N/A,N/A,N/A,N/A,N/A,177 min,-1997,6.1,29
1204, Mystery Men , Kinka Usher ,N/A,N/A,N/A,N/A,N/A,121 min,-1999,6.1,65
1205, The Karate Kid Part II , John G. Avildsen ,N/A,N/A,N/A,N/A,N/A,113 min,-1986,6.1,55
1206, Push , Paul McGuigan ,N/A,N/A,N/A,N/A,N/A,111 min,-2009,6.1,36
1207, Deep Rising , Stephen Sommers ,N/A,N/A,N/A,N/A,N/A,106 min,-1998,6.1,N/A
1208, Red Heat , Walter Hill ,N/A,N/A,N/A,N/A,N/A,104 min,-1988,6.1,61
1209, Broken City , Allen Hughes ,N/A,N/A,N/A,N/A,N/A,109 min,-2013,6.1,49
1210, Broken Arrow , John Woo ,N/A,N/A,N/A,N/A,N/A,108 min,-1996,6.1,61
1211, Crank: High Voltage , Mark Neveldine, Brian Taylor ,N/A,N/A,N/A,N/A,96 min,-2009,6.1,41
1212, Vampires , John Carpenter ,N/A,N/A,N/A,N/A,N/A,108 min,-1998,6.1,42
1213, Universal Soldier , Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,102 min,-1992,6.1,35
1214, The Promise , Terry George ,N/A,N/A,N/A,N/A,N/A,133 min,(II) (2016),6.1,49
1215, Sphere , Barry Levinson ,N/A,N/A,N/A,N/A,N/A,134 min,-1998,6.1,35
1216, Windtalkers , John Woo ,N/A,N/A,N/A,N/A,N/A,134 min,-2002,6.1,51
1217, Ride Along , Tim Story ,N/A,N/A,N/A,N/A,N/A,99 min,-2014,6.1,41
1218, Big Stan , Rob Schneider ,N/A,N/A,N/A,N/A,N/A,105 min,-2007,6.1,N/A
1219, Heist , Scott Mann ,N/A,N/A,N/A,N/A,N/A,93 min,(III) (2015),6.1,37
1220, The Collection , Marcus Dunstan ,N/A,N/A,N/A,N/A,N/A,82 min,(II) (2012),6.1,38
1221, Sky Captain and the World of Tomorrow , Kerry Conran ,N/A,N/A,N/A,N/A,N/A,106 min,-2004,6.1,64
1222, Hotel Artemis , Drew Pearce ,N/A,N/A,N/A,N/A,N/A,94 min,-2018,6.1,58
1223, The Jewel of the Nile , Lewis Teague ,N/A,N/A,N/A,N/A,N/A,106 min,-1985,6.1,53
1224, 30 Minutes or Less , Ruben Fleischer ,N/A,N/A,N/A,N/A,N/A,83 min,-2011,6.1,49
1225, Romeo Must Die , Andrzej Bartkowiak ,N/A,N/A,N/A,N/A,N/A,115 min,-2000,6.1,52
1226, Red State , Kevin Smith ,N/A,N/A,N/A,N/A,N/A,88 min,-2011,6.1,50
1227, The Sentinel , Clark Johnson ,N/A,N/A,N/A,N/A,N/A,108 min,-2006,6.1,49
1228, American Ultra , Nima Nourizadeh ,N/A,N/A,N/A,N/A,N/A,96 min,-2015,6.1,50
1229, Flight of the Phoenix , John Moore ,N/A,N/A,N/A,N/A,N/A,113 min,-2004,6.1,47
1230, Hit and Run , David Palmer, Dax Shepard ,N/A,N/A,N/A,N/A,100 min,(I) (2012),6.1,50
1231, Solomon Kane , M.J. Bassett ,N/A,N/A,N/A,N/A,N/A,104 min,-2009,6.1,48
1232, Point of No Return , John Badham ,N/A,N/A,N/A,N/A,N/A,109 min,-1993,6.1,53
1233, Ironclad , Jonathan English ,N/A,N/A,N/A,N/A,N/A,121 min,-2011,6.1,42
1234, Mercury Rising , Harold Becker ,N/A,N/A,N/A,N/A,N/A,111 min,-1998,6.1,37
1235, Conquest of the Planet of the Apes , J. Lee Thompson ,N/A,N/A,N/A,N/A,N/A,88 min,-1972,6.1,49
1236, Hobo with a Shotgun , Jason Eisener ,N/A,N/A,N/A,N/A,N/A,86 min,-2011,6.1,55
1237, The Replacement Killers , Antoine Fuqua ,N/A,N/A,N/A,N/A,N/A,87 min,-1998,6.1,42
1238, Tomorrow When the War Began , Stuart Beattie ,N/A,N/A,N/A,N/A,N/A,104 min,-2010,6.1,54
1239, Gringo , Nash Edgerton ,N/A,N/A,N/A,N/A,N/A,111 min,-2018,6.1,46
1240, Undisputed , Walter Hill ,N/A,N/A,N/A,N/A,N/A,94 min,-2002,6.1,58
1241, Murder at 1600 , Dwight H. Little ,N/A,N/A,N/A,N/A,N/A,107 min,-1997,6.1,47
1242, 15 Minutes , John Herzfeld ,N/A,N/A,N/A,N/A,N/A,120 min,-2001,6.1,34
1243, Welcome to the Punch , Eran Creevy ,N/A,N/A,N/A,N/A,N/A,99 min,-2013,6.1,49
1244, The Lovebirds , Michael Showalter ,N/A,N/A,N/A,N/A,N/A,86 min,-2020,6.1,59
1245, Antitrust , Peter Howitt ,N/A,N/A,N/A,N/A,N/A,108 min,-2001,6.1,31
1246, Chennai Express , Rohit Shetty ,N/A,N/A,N/A,N/A,N/A,141 min,-2013,6.1,45
1247, Seeking Justice , Roger Donaldson ,N/A,N/A,N/A,N/A,N/A,105 min,-2011,6.1,38
1248, Thunivu , H. Vinoth ,N/A,N/A,N/A,N/A,N/A,145 min,-2023,6.1,N/A
1249, Sooryavanshi , Rohit Shetty ,N/A,N/A,N/A,N/A,N/A,145 min,-2021,6.1,N/A
1250,2, S. Shankar ,N/A,N/A,N/A,N/A,N/A,148 min,-2018,6.1,N/A
1251, Shazam! Fury of the Gods , David F. Sandberg ,N/A,N/A,N/A,N/A,N/A,130 min,-2023,6,47
1252, The Fast and the Furious: Tokyo Drift , Justin Lin ,N/A,N/A,N/A,N/A,N/A,104 min,-2006,6,45
1253, Van Helsing , Stephen Sommers ,N/A,N/A,N/A,N/A,N/A,131 min,-2004,6,35
1254, Murder Mystery , Kyle Newacheck ,N/A,N/A,N/A,N/A,N/A,97 min,-2019,6,38
1255, Those Who Wish Me Dead , Taylor Sheridan ,N/A,N/A,N/A,N/A,N/A,100 min,-2021,6,59
1256, Don't Breathe 2 , Rodo Sayagues ,N/A,N/A,N/A,N/A,N/A,98 min,-2021,6,46
1257, Sucker Punch , Zack Snyder ,N/A,N/A,N/A,N/A,N/A,110 min,-2011,6,33
1258, Godzilla: King of the Monsters , Michael Dougherty ,N/A,N/A,N/A,N/A,N/A,132 min,-2019,6,48
